no.	title	genre	content	age
307	아르세니아의 마법사, 박성호&SAYM	스토리, 판타지	평범한 고등학생에서 벗어나 레드 드래곤 레이어드에 의해 아르세니아 대륙으로 소환된 이결.집으로 가기 위해서는 마법사가 되어서 드래곤 하트 조각을 모아야만 한다!마법사가 되어버린 고등학생 이결은 새로운 동료들과 함께 아르세니아 대륙 모험을 시작한다!	12세 이용가
308	학교정벌, 나락&지앤	스토리, 판타지	학교는 공부하는 곳이 아니다대규모 전쟁 속 밑바닥들의 반란!	전체연령가
309	패밀리 사이즈, 남지은&김인호	에피소드, 일상	삼형제와 이제막 태어난 막내딸까지!결혼 십 년 차에 가족의 규모(패밀리 사이즈)가 부쩍 커진한 만화가 부부의 육아와 삶 이야기	전체연령가
310	인싸라이프, 힐링달	스토리, 드라마	내 옷이 맘에 들어? 비밀 계정에서 라이크로 샀어!원하는 것은 무엇이든 이루어주는 비밀 계정이 생겼다	12세 이용가
311	데이빗, d몬	스토리, 드라마	시골 농장 데이빗의 자아를 찾기 위한 여정.사람은 무엇으로 정의하는가	12세 이용가
312	죽여주는 탐정님, 뻥&조은	스토리, 스릴러	타인의 거짓말을 꿰뚫어보는 고교생 백아. 거짓으로 사건을 만들어내는 탐정을 만나고, 세상에 그의 진실을 밝혀내야 한다.	12세 이용가
313	괴물신부, 상범&스테익	스토리, 판타지	어느날 해나에게 찾아와 신랑으로 삼아달라는 꽃미남들.그들에게는 엄청난 비밀이 있었다!?	12세 이용가
314	꽃 피는 날, 두루	스토리, 로맨스	등교 버스에서 시작된 삼각관계 로맨스!나라에게도 꽃 피는 날이 올까?2017 <청춘로맨스 대전> 우수상 수상작	전체연령가
315	웅이는 배고파, 박웅	에피소드, 일상	배고픈 웅이의 먹부림 이야기	12세 이용가
316	라일락 200%, 아니영	스토리, 로맨스	대세 아이돌 진분홍과 아이돌 덕후 연하늘의 영혼 체인지!	전체연령가
317	별이삼샵, 혀노	스토리, 드라마	발신자 제한번호로 그녀에게 마음을 전했던 이야기	15세 이용가
318	오늘도 사랑하세요, 하찌	스토리, 로맨스	우리 주변에 진짜 큐피드가 있다면 믿으시겠어요?큐피드의 사랑만들기 대작전 시작합니다.	전체연령가
319	불발소년, 곤세	에피소드, 드라마	킬러소년 민준, 소녀를 만나고 삶이 달라지다	전체연령가
320	마도, 이밤	스토리, 판타지	"""그 얼굴, 안 쓸 거면 나줘!""위험한 변신이 시작된다."	15세 이용가
321	Here U Are, D JUN	스토리, 로맨스	학교 최고의 인싸 선배 현우, 말 없고 무뚝뚝한 아싸 신입생 재환성격도 생각도 반대인 두 사람의 만남은 악연? 아니면 인연?입학식에서 만나 특별한 사이(?)가 될 두 사람의 이야기	12세 이용가
322	무주의 맹시휴재, 마누비	스토리, 로맨스	삼신할미의 저주를 풀기 위해산신이 되는 세아의 파란만장 고교 생활!	전체연령가
323	위험한 신입사원, 박수정&Jiya	스토리, 로맨스	신입사원만 기다려온 입사 3년 차 그녀 정유림그런데 왜 하필 회장님의 친손자가 신입 막내라니?!신입사원 연하남과 위험천만 비밀 연애가 시작된다.	전체연령가
324	소녀 해미, 이현우	스토리, 스릴러	"""난 당신을 지옥으로 보낼거야""복수를 위해 신분세탁을 한 천재소녀 이야기"	15세 이용가
325	타인의 로맨스, 호욱&만찐	스토리, 로맨스	로맨스 소설 속 여주인공이 되어버린 임소희. 과연 그녀의 운명은?	12세 이용가
326	만찢남녀, 님니	스토리, 로맨스	10년도 더 된 순정만화의 주인공이 자신과 이름도, 얼굴도 똑같다는 이야기를 듣게된 한선녀.우연히 그 만화책을 얻게 된 선녀는 호기심에 만화책을 읽다가 잠이 들고, 눈을 떠보니 옆에 누워 있는 사람은 만화 속 남자 주인공 천남욱. 남욱이 만화를 찢고 나온 그 순간부터, 순탄하게 흘러가던 선녀의 학교 생활이 꼬이기 시작한다.	전체연령가
327	8월의 눈보라, 김리아	스토리, 로맨스	"교복모델이었던 보라는 암흑 고3 시절을 거치며 이전의 모습은 온데간데 없다.설상가상 재수까지 하게되고 학원에서 첫사랑 현우를 마주치고야 만다.""가장 빛나는 시절 만났던 너에게 가장 어두운 지금 나를 보여주고 싶지 않아."""	전체연령가
328	그녀의 버킷리스트, 황양&솦	스토리, 드라마	미련없는 죽음을 위한그녀의 완벽한 버킷리스트	12세 이용가
329	선녀야 야옹해봐!, 햄톨탱크	스토리, 로맨스	사랑 인연을 이어주기 위해 지상에 온 선녀 초미.톱스타 강수에게 냥줍을 당하다..!!	전체연령가
330	갓!김치, 김민우	에피소드, 개그	​1000% 신토불이 히어로 등장!	전체연령가
331	속삭이는 e로맨스, 최경아	스토리, 로맨스	불면증에 걸린 남자와 책만 읽으면 모두를 잠들게하는 여자가 만났다.	전체연령가
332	호곡, 감대	스토리, 판타지	'이제 우리 차례야'조선의 왕 '천군'이 사라지고 3년 뒤...한 소녀가 나타나다.	12세 이용가
